id,user_id,order_id,purchase_type,course_id,video_key,status,expires_at,created_at
62d8a164-49d9-46ea-8fdf-b1bbaaa49235,8441b4c1-3652-4520-8e01-1364fb4a430a,ef11cfd0-aba8-4905-b71f-68c85d8694e3,video,taichi,taichi/lesson-01-five-element-wellness-qigong.mp4,active,,2026-03-29 03:17:24.226403+00
